id,title,report_time,introduction,pages_count,industry,cover,download_url
979,2006年中国网络购物简版报告,2007-03-01 01:05:22.0,随着第三方支付平台的出现和信用评价体系的建立，C2C更灵活和自由的购物模式也得到越来越多用户的认可， C2C的交易额也得到了飞速增长。截止至2006年年底，中国B2C和C2C总体交易额分别为82亿元和230亿元。,34,消费电商,http://pic.iresearch.cn/report/old/R200731134239simple.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=979
980,2006年中国WAP广告研究报告,2007-03-08 22:09:07.0,从中国无线广告主要细分市场规模来看，2006年WAP广告市场规模为0.6亿元；至2007年，WAP广告市场规模预计将达到1.7亿元，增长183%；发展到2008年，WAP广告市场规模预计将达到3.5亿元，增长106%；至2010年，中国WAP广告预计将达到7亿元市场规模。2006-2010年中国WAP广告市场规模年平均复合增长率达到85%，市场表现将超过整体无线广告市场。,48,广告营销,http://pic.iresearch.cn/report/old/R200738185131report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=980
981,2006年携程财务研究报告,2007-03-09 09:36:21.0,2006年携程总营业收入8.3亿元，较2005年度5.5亿元增长52%， 继续保持良好增长势头。就单个季度分析，2006年第四季度，携程公司的营业总收入为2.4亿元，同比增长46%，比上一季度增长9%。,25,消费电商,http://pic.iresearch.cn/report/old/R200739222952report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=981
982,2006年搜狐财务研究报告,2007-03-09 14:32:02.0,2006年搜狐总营业收入为1.34亿美元，其中品牌广告收入所占比例最高，达到58.8%，其次是无线增值服务收入，所占比例达到24.3%，而以在线游戏为主的电子商务及其他收入最低，仅占总营业收入的7.4%。以品牌广告和付费搜索为主的广告收入占总收入的68.3%，可见在搜狐总营业收入中，广告收入仍然占据较大比重。,22,媒体文娱,http://pic.iresearch.cn/report/old/R200739215928report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=982
983,2006年百度财务研究报告,2007-03-09 15:20:09.0,艾瑞市场咨询根据百度财报分析发现，2006年百度企业总收入呈现持续增长，2006年第一季度的1.356亿元，到第四季度增长到2.713亿元。百度在线市场营销收入（广告收入）占企业总收入的99%左右。但百度2006年企业总收入增长速度有所放缓，增长率由第二季度的41%降到第四季度的13%。,17,媒体文娱,http://pic.iresearch.cn/report/old/R20073921218report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=983
984,2006年盛大财务研究报告,2007-03-09 16:07:58.0,2006年盛大各季度净营收额都有所增长，第四季度盛大净营业额最高，达到4.71亿元，比去年同期的3.61亿元增长了30.5%，比上季度的4.37亿元增长了7.7%。2006年第二季度盛大净营收额增长最快，比第一季度增长19.1%，达到4.06亿元。,20,媒体文娱,http://pic.iresearch.cn/report/old/R200739204613report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=984
985,2006年中国即时通讯简版报告,2007-03-10 16:35:06.0,随着互联网的日益普及，中国互联网用户人数也在不断增长，经过接近10年的发展，中国互联网用户已经习惯于在网上使用即时通讯进行交流，并且这一使用趋势有超过电子邮件使用的可能。互联网用户的快速增长使得即时通讯用户也日益增长，截至2006年第二季度，我国即时通讯注册帐户为8.3亿个，其中，MSN、QQ共计占有了8成市场份额。,43,企业服务,http://pic.iresearch.cn/report/old/R200739235921simple.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=985
986,2007年1月CNNIC中国互联网统计报告,2007-03-13 17:17:09.0,从1998年起中国互联网络信息中心决定于每年1月和7月发布“中国互联网络发展状况统计报告”，统计中国网民人数、网民分布、上网计算机数、信息流量分布、域名注册等方面的信息。本次为第19次调查。,184,其他,http://pic.iresearch.cn/report/old/R200731310481report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=986
987,2006年中国搜索引擎市场份额报告,2007-03-22 17:29:14.0,2006年中国搜索引擎运营商收入中，百度排名第一，并且占据半壁江山，在2004和2005年，百度的市场收入一直排名第二，但在2006年的运营收入大幅升高，这也使得百度一举夺得市场份额第一的位置。,25,媒体文娱,http://pic.iresearch.cn/report/old/R200732219224r2006122695540report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=987
995,2007年中国网络经济市场份额报告,2007-03-30 18:44:20.0,2006年中国网络经济市场规模为336亿元，比2005年增长了40%，iResearch预测，2007年中国网络经济市场规模将达到460亿元，未来三年中国网络经济市场规模将继续保持快速增长趋势，预计2010年中国网络经济市场规模将超过900亿元，达到940亿元。,33,金融行业,http://pic.iresearch.cn/report/old/R2007330112716report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=995
996,2006年中国网上交友简版报告,2007-04-03 16:16:17.0,据iResearch艾瑞市场咨询公司研究表明，2006年中国网上婚恋交友活跃用户规模达到1400万，付费用户达到50万。艾瑞预测，今后几年网上婚恋交友将进入快速发展阶段。到2010年底，中国网上婚恋交友活跃用户规模将达到4600万，婚恋交友付费用户达到300万。,30,企业服务,http://pic.iresearch.cn/report/old/R20074216317report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=996
998,2006年中国网上旅行预订简版报告,2007-04-06 16:02:56.0,iResearch艾瑞市场咨询调查显示，受中国整体旅游经济繁荣、网民旅游消费支出激增、国内电子商务环境改善等诸多因素影响，2006年中国网上旅行预订市场规模在2005年的基础上大幅增长了82%，达到15.4亿元。,31,消费电商,http://pic.iresearch.cn/report/old/R20074514325simple.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=998
1002,2006年分众传媒财务研究报告,2007-04-09 15:57:58.0,2006年，分众传媒全年总营收为21330万美元，比2005年的6820万美元增长213%，较2005年134％的增长率有所提高，但是也低于2004年677％的高速增长率。,20,媒体文娱,http://pic.iresearch.cn/report/old/R200749105447simple.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1002
1003,2006年第九城市财务研究报告,2007-04-16 19:10:13.0,,21,企业服务,http://pic.iresearch.cn/report/old/R2007416143112report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1003
1004,2006年中国休闲游戏用户研究报告,2007-04-12 14:46:30.0,,75,游戏行业,http://pic.iresearch.cn/report/old/R2007412143341report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1004
1005,2006年腾讯财务研究报告,2007-04-16 18:19:59.0,,25,企业服务,http://pic.iresearch.cn/report/old/R2007416135437report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1005
1006,2007年中国分类信息简版报告,2007-04-29 12:00:11.0,,22,媒体文娱,http://pic.iresearch.cn/report/old/R2007428102818simple.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1006
1007,2006年华友世纪财务研究报告,2007-05-08 16:24:22.0,,24,企业服务,http://pic.iresearch.cn/report/old/R200758111728report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1007
1008,2006年中华网财务研究报告,2007-05-07 01:23:24.0,,20,媒体文娱,http://pic.iresearch.cn/report/old/R200758103650report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1008
1009,2006年好耶网络广告服务报告,2007-05-09 01:48:11.0,,29,广告营销,http://pic.iresearch.cn/report/old/R200759134953report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1009
1010,2006年e龙财务研究报告,2007-05-06 12:08:12.0,,23,消费电商,http://pic.iresearch.cn/report/old/R200758101925report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1010
1011,2006年中国网上招聘简版报告,2007-05-16 18:28:11.0,,29,企业服务,http://pic.iresearch.cn/report/old/R200751611297simple.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1011
1012,2006年中国联通财务研究报告,2007-05-21 10:52:38.0,,24,企业服务,http://pic.iresearch.cn/report/old/R2007521101628report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1012
1013,2006年中国移动财务研究报告,2007-05-24 16:42:35.0,,30,企业服务,http://pic.iresearch.cn/report/old/R2007523164924report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1013
1014,2006年互动通富媒体广告年度报告,2007-05-26 15:19:03.0,,65,广告营销,http://pic.iresearch.cn/report/old/R200752510646report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1014
1015,2006年中国网通财务研究报告,2007-05-29 15:29:40.0,,29,企业服务,http://pic.iresearch.cn/report/old/R200752893017report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1015
1026,2007年中国桌面媒体市场研究报告,2007-06-01 10:55:46.0,,48,企业服务,http://pic.iresearch.cn/report/old/R2007531173132____report.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1026
1027,2007年4月中国白领网民生活态度研究报告,2007-06-14 11:07:50.0,随着互联网技术的高速发展，中国网民数量迅速增长。白领网民作为其中重要的组成部分，由于年龄、学历和收入水平较普通网民有优势，所以在消费观念、消费形态和品牌认知等方面有一定特殊性。为了更好的研究中国白领网民的生活形态，为企业决策和产品定位提供依据和参考，艾瑞接受微软MSN公司的委托进行此项研究。作为中国市场第一份针对白领网民的研究报告，相信对于推动网民细分人群的个性化研究将有一定价值。,55,其他,http://pic.iresearch.cn/report/old/R2007614151916report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1027
1028,2007年中国P2P流媒体研究报告,2007-06-06 16:15:12.0,,81,金融行业,http://pic.iresearch.cn/report/old/R200765162941report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1028
1029,2007年中国移动搜索研究报告,2007-06-12 10:17:06.0,,63,媒体文娱,http://pic.iresearch.cn/report/old/R2007612111816report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1029
1030,2006年中国网络招商研究报告,2007-06-12 10:46:35.0,,63,媒体文娱,http://pic.iresearch.cn/report/old/R200761295254report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1030
1031,2006年中国电信财务分析报告,2007-06-14 12:12:06.0,,31,企业服务,http://pic.iresearch.cn/report/old/R20076139208report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1031
1032,2006年中国B2B电子商务简版报告,2007-06-15 12:06:44.0,,40,企业服务,http://pic.iresearch.cn/report/old/R2007614102943report200-1.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1032
1035,2007年中国新媒体动漫研究简版报告,2007-06-28 15:19:14.0,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;截止到2007年初，在我国84万个各类网站中，动漫网站约有1.5万个，占全部网站的1.8%。这一数字比2006年初同期相比增加了4000余个，增长率约为36%。动漫网页总数达到5700万个，增长率约为50%。2006年网络动漫市场规模突破1000万元，增长率约为25%。预计今年市场规模将达到2500万元，增长率约为150%，从以上数据可以看出，我国的网络动漫产业即将步入爆发期。,24,媒体文娱,http://pic.iresearch.cn/report/old/R200762717216report200-1.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1035
1036,2007年中国移动增值服务市场研究简版报告,2007-07-17 11:02:15.0,移动增值服务产业是在移动通信技术的推动下产生的，由技术的进步推动移动增值服务的发展，而随着增值应用的不断丰富，又对通信技术的发展提出更高的要求，这种相互促进的关系是推动整个移动增值服务产业不断成长壮大的基础。,26,企业服务,http://pic.iresearch.cn/report/old/R200771693141report200_1.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1036
1041,2007年7月CNNIC中国互联网发展统计报告,2007-07-30 10:53:48.0,截至2007年6月，中国网民总人数达到1.62亿，仅次于美国2.11亿的网民规模，位居世界第二。与2006年末相比，新增网民2500万。虽然增长迅速，但普及率仍然偏低，只有12.3%，低于全球17.6%的平均水平，与互联网较发达国家美日韩等相比差距更大。,106,其他,http://pic.iresearch.cn/report/old/R2007730154027report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1041
1046,2007年3月中国网络游戏广告研究报告,2007-08-07 12:13:31.0,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2007年3月中国网络游戏行业的广告主数量共计45个，创意组数为335个，广告文件数为903个，预估费用为2365.6万元。
&nbsp;&nbsp;&nbsp; 2007年3月中国网络游戏广告投放费用达到2366万元人民币，较2007年2月增长76.3%。
&nbsp;&nbsp;&nbsp; 2007年3月，中国网络游戏广告投放天次达到4161天次，较2007年2月增长48%。",17,游戏行业,http://pic.iresearch.cn/report/old/R20078614651report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1046
1047,2007年3月中国手机类网络广告研究报告,2007-08-07 14:11:52.0,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2007年3月，由中国手机类网络广告在不同网络媒体平台发布的状况得知，综合门户类网站是这类广告的首选，其次是人气聚集的社区类网站。其中新浪作为门户网站的代表以430万元的投放费用位于第一；猫扑作为高人气聚集的社区类网站代表以40万元，位于同类网络媒体首位。,18,广告营销,http://pic.iresearch.cn/report/old/R200786135527report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1047
1048,2007年阿里旺旺竞争力研究报告,2007-08-11 14:19:05.0,,61,企业服务,http://pic.iresearch.cn/report/old/R2007810174518__report200new___.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1048
1049,2007年中国个人网络安全研究报告,2007-08-15 15:35:28.0,2007年6月中国个人网络安全产品总月度覆盖人数为为10775万人，其中瑞星所占比例最高，达到36.7%；卡巴斯基和360安全卫士紧随其后，分别以33.3%和31.9%的月度覆盖人数比例位居第二和第三。,29,网络服务,http://pic.iresearch.cn/report/old/R2007815135423report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1049
1053,2007年中国在线音乐简版报告,2007-08-29 11:33:15.0,全球在线音乐市场规模近年来呈不断增长趋势。2006年约17亿美元，2007年将增长59%至27亿美元。预计2011年将达到66亿美元。艾瑞咨询认为，在线音乐的市场需求大，随着其本身发展模式等的不断探索、以及现存诸如版权问题的逐步解决，在线音乐市场规模将持续增长，而传统CD唱片销量将面临持续下滑的困境。,21,媒体文娱,http://pic.iresearch.cn/report/old/R20078249438report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1053
1054,2007年第二季度中国网上支付监测简版报告,2007-08-29 11:42:14.0,2007Q2中国第三方支付市场交易额规模为210亿元，环比增长31.3%，同比增长近3倍；中国网上支付市场尽管面临盈利、政策、竞争等各方面的压力和风险，但发展势头依然迅猛，iResearch预计，2007年中国第三方网上支付交易额有望突破1000亿大关。,12,支付行业,http://pic.iresearch.cn/report/old/R20078289307report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1054
1057,中国中小企业IT外包服务市场研究简版报告,2007-09-06 15:51:10.0,中国中小企业数量多、分布广、成长快、变化快、总体需求相近、个体存在差异，IT外包无疑是将中小企业从专业的IT服务中解放出来的有效途径，通过研究和分析中国中小企业IT外包市场现状，根据市场服务内容分为电子商务、域名主机、搜索引擎以及软件服务，对各细分市场现有主流服务提供商的情况进行对比，并根据综合服务内容和水平进行分析。此外在深入分析市场前提下针对产业链内外提出艾瑞的相关建议。,25,企业服务,http://pic.iresearch.cn/report/old/R200794135156report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1057
1058,2007年中国网络视频广告简版报告,2007-09-06 15:57:45.0,在国外一项新调查中，近90%的美国公司将把部分营销预算投放到视频游戏、虚拟社区等新型媒体上。据路透社报道称，美国广告协会进行的这项调查显示，广告投资正在逃离电视、杂志，尤其是报纸，由于可供选择的媒体范围扩大，报纸、杂志等的发行量在不断。调查发现，73%的参与调查的人员计划将广告预算的五分之一用于新媒体。超过12%的被调查者表示，他们将把40%的广告预算用于新媒体。,68,视频媒体,http://pic.iresearch.cn/report/old/R200794161857report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1058
1059,2007年全球广告市场研究简版报告,2007-09-06 16:12:22.0,"
　　全球广告市场保持稳定增长态势
　　2006年传统四大媒体占据总媒体广告市场规模的88.4%
　　2006年美国广告市场规模为2835亿美元，增长4.6%
　　2006年日本广告市场规模为59954亿日元，增长0.6%
　　2006年中国广告市场规模达到1573亿元，增长了11.1%
　　我国电视媒体广告市场份额占绝对优势，网络广告市场规模超越广播和杂志媒体",19,广告营销,http://pic.iresearch.cn/report/old/R200796161641report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1059
1060,2007年6月中国IT网络广告研究报告,2007-09-10 15:48:44.0,&#61618;&nbsp;&nbsp; 2007年6月中国IT产品行业网络广告主的数量为320个，预估市场规模（即预估费用）为6653万元，同比下降3.4%，环比增长29.5%；网络广告的投放天次为5.4万天次，同比增长22.7%，环比增长20.1%。,18,广告营销,http://pic.iresearch.cn/report/old/R2007910145529report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1060
1061,2007年第二季度中国网上旅行预订监测简版报告,2007-09-10 16:07:02.0,艾瑞整理最新Q2网上旅行预订市场相关运营商的财报数据，并在对主要运营商进行访谈的基础上的研究和分析显示，2007Q2中国网上旅行预订市场在持续三个月个位数的缓慢上升后，出现了25.0%的高速增长，市场规模增至5.46亿元，增速达到自2006年Q2以来的最高点。,13,消费电商,http://pic.iresearch.cn/report/old/R2007910142341report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1061
1062,2007年第二季度中国网上招聘季度监测简版报告,2007-09-10 16:35:18.0,随着中小企业快速发展和中国网络招聘市场发展不断成熟，中国整个网络招聘市场保持健康发展态势，网络招聘企业数量得到持续增加，2007年第二季度中国网络招聘市场规模达到2.4亿元，环比增长9.7%，与去年同期增长26.3%。,11,企业服务,http://pic.iresearch.cn/report/old/R2007910115046report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1062
1065,2007年第二季度中国网络游戏监测简版报告,2007-09-29 11:26:13.0,2007年第二季度中国网络游戏市场规模为26.5亿元，同比增长185.3%，环比下降5.4%，自2006年Q1以来连续6个季度上升后首次出现下降。大型多人在线游戏所占市场份额上升3.3%，达84.5%。,12,游戏行业,http://pic.iresearch.cn/report/old/R2007929112917report200.gif,https://www.iresearch.cn/include/ajax/user_ajax.ashx?work=idown&rid=1065
